"CODIGO DE MUNICIPIO","MUNICIPIO","DEPARTAMENTO","MORTALIDAD POR OBESIDAD","MORTALIDAD POR CANCER","MORTALIDAD POR CARDIOVASCULAR","MORTALIDAD POR HIPERTENSION","MORTALIDAD POR DIABETES","MORTALIDAD POR ENFERMEDADES RESPIRATORIAS","MORTALIDAD POR CONSUMO DE ALCOHOL","MORTALIDAD POR CONSUMO DE DROGAS ILICITAS","MORTALIDAD POR ACCIDENTES DE TRANSPORTE","HOMICIDIOS","MORTALIDAD POR ENVENENAMIENTO ACCIDENTAL POR, Y EXPOSICION A SUSTANCIAS NOCIVAS",""
"73319","Tolima","Guamo","0001","0035","0085","0008","0011","0050","","","0003","0016","",""
"73347","Tolima","Herveo","","0004","0019","","","0002","","","","0004","",""
"73349","Tolima","Honda","","0033","0102","0008","0008","0029","0001","","0010","0004","",""
"73352","Tolima","Icononzo","0001","0011","0019","","","0005","","","","0001","",""
"73408","Tolima","Lérida","","0017","0031","0007","0004","0015","","","0006","0006","",""
"73411","Tolima","Líbano","","0049","0070","0012","0005","0039","0001","","0002","0006","",""
"73443","Tolima","Mariquita","","0024","0069","0016","0012","0046","0001","","0007","0010","",""
"73449","Tolima","Melgar","","0021","0048","0003","0005","0021","","","0003","0014","",""
"73461","Tolima","Murillo","","0002","","0002","","0002","","","","0001","",""
"73483","Tolima","Natagaima","","0019","0051","0005","0008","0025","","","0003","0002","",""
"73504","Tolima","Ortega","","0016","0049","0003","0005","0016","","","0008","0003","",""
"73520","Tolima","Palocabildo","","0004","0024","0002","","0007","","","0005","0001","",""
"73547","Tolima","Piedras","","0004","0014","0003","0002","0005","","","0002","","",""
"73555","Tolima","Planadas","","0013","0032","0002","0002","0012","","","0003","0012","",""
"73563","Tolima","Prado","","0011","0028","","0001","0007","","","0002","0001","",""
"73585","Tolima","Purificación","","0024","0065","0003","0011","0022","0001","","0002","0003","",""
"73616","Tolima","Rioblanco","","0012","0015","","","0008","0001","","0002","0007","",""
"73622","Tolima","Roncesvalles","","0001","0005","","0001","0003","","","0001","0001","",""
"73624","Tolima","Rovira","","0021","0033","0002","0004","0016","","","0006","0017","",""
"73671","Tolima","Saldaña","","0012","0024","0005","0003","0011","","","0003","0005","",""
"73675","Tolima","San Antonio","","0006","0012","0010","0001","0016","","","0003","0003","",""
"73678","Tolima","San Luis","","0006","0022","0005","0006","0013","","","0002","0001","",""
"73686","Tolima","Santa Isabel","","0004","0002","","","0004","","","0001","","",""
"73770","Tolima","Suárez","","0004","0007","0001","0001","","","","","","",""
"73854","Tolima","Valle de San Juan","0001","0003","0012","","0003","0001","0001","","","0001","",""
"73861","Tolima","Venadillo","0001","0011","0023","0006","0003","0014","","","0001","0003","",""
"73870","Tolima","Villahermosa","","0010","0018","0001","","0006","","","0002","0003","",""
"73873","Tolima","Villarrica","","0002","0016","0001","","0005","","","","0001","",""
"76001","Valle del Cauca","Cali","0024","2609","2467","0343","0549","1578","0091","0001","0469","1505","0007",""
"76020","Valle del Cauca","Alcalá","","0012","0026","0003","0001","0012","","","","0005","",""
"76036","Valle del Cauca","Andalucía","","0032","0041","0001","0005","0016","","","0002","0008","",""
"76041","Valle del Cauca","Ansermanuevo","","0026","0020","","0006","0016","","","0005","0008","",""
"76054","Valle del Cauca","Argelia","","0005","0008","0003","","0006","","","0001","0004","",""
"76100","Valle del Cauca","Bolívar","0002","0012","0018","0001","0007","0007","0001","","0002","0003","",""
"76109","Valle del Cauca","Buenaventura","0002","0151","0220","0085","0038","0092","0001","","0060","0090","",""
"76111","Valle del Cauca","Guadalajara de Buga","0001","0160","0187","0029","0032","0070","0004","","0055","0102","",""
"76113","Valle del Cauca","Bugalagrande","","0028","0036","0003","0006","0015","0001","","0007","0003","",""
"76122","Valle del Cauca","Caicedonia","","0033","0052","0004","0004","0020","","","0006","0030","",""
"76126","Valle del Cauca","Calima","","0016","0009","0001","0002","0007","","","0001","0006","",""
"76130","Valle del Cauca","Candelaria","","0076","0074","0012","0024","0033","0002","","0020","0030","",""
"76147","Valle del Cauca","Cartago","0001","0171","0212","0016","0020","0122","0001","","0031","0087","",""
"76233","Valle del Cauca","Dagua","0001","0025","0059","0002","0009","0016","","","0010","0006","0001",""
"76243","Valle del Cauca","El Águila","","0007","0007","","0001","0005","","","0001","0004","",""
"76246","Valle del Cauca","El Cairo","","0006","0010","","0001","","","","","0003","",""
"76248","Valle del Cauca","El Cerrito","0001","0070","0060","0004","0019","0018","0002","","0009","0064","",""
"76250","Valle del Cauca","El Dovio","","0007","0014","","0002","0002","","","0003","","",""
"76275","Valle del Cauca","Florida","","0048","0042","0003","0015","0040","0002","","0013","0036","",""
"76306","Valle del Cauca","Ginebra","","0021","0027","0005","0008","0010","0002","","0002","0002","",""
"76318","Valle del Cauca","Guacarí","","0034","0059","0003","0008","0017","","","0005","0013","",""
"76364","Valle del Cauca","Jamundí","0001","0074","0148","0014","0017","0049","0002","","0027","0055","",""
"76377","Valle del Cauca","La Cumbre","0001","0015","0019","0005","","0005","","","0001","0001","",""
"76400","Valle del Cauca","La Unión","","0040","0036","0005","0012","0022","","","0006","0035","",""
"76403","Valle del Cauca","La Victoria","","0009","0033","0004","0006","0009","0001","","0003","0018","",""
"76497","Valle del Cauca","Obando","","0008","0014","0001","0004","0006","","","0005","0008","",""
"76520","Valle del Cauca","Palmira","0004","0328","0377","0085","0073","0206","0008","","0085","0213","",""
"76563","Valle del Cauca","Pradera","0001","0046","0048","0015","0013","0022","","","0007","0048","",""
"76606","Valle del Cauca","Restrepo","","0016","0033","0001","0002","0007","","","0003","0004","",""
"76616","Valle del Cauca","Riofrío","","0018","0034","0004","0004","0008","","","0003","0010","",""
"76622","Valle del Cauca","Roldanillo","","0030","0045","0010","0007","0031","","","0014","0024","",""
"76670","Valle del Cauca","San Pedro","","0018","0022","0004","0005","0010","0001","","0002","0006","0001",""
"76736","Valle del Cauca","Sevilla","","0047","0065","0003","0006","0023","0001","","0002","0026","",""
"76823","Valle del Cauca","Toro","","0010","0020","0003","0004","0009","","","0005","0004","",""
"76828","Valle del Cauca","Trujillo","","0017","0020","0005","0002","0013","","","0001","0007","",""
"76834","Valle del Cauca","Tuluá","0001","0250","0194","0041","0056","0158","0003","0001","0054","0133","",""
"76845","Valle del Cauca","Ulloa","","0005","0009","0001","0002","0001","","","0001","","",""
"76863","Valle del Cauca","Versalles","","0006","0009","0002","0003","0008","","","","0002","",""
"76869","Valle del Cauca","Vijes","","0013","0013","0002","0002","0004","","","0005","0002","",""
"76890","Valle del Cauca","Yotoco","","0009","0019","0002","0001","0008","0001","","0007","0001","",""
"76892","Valle del Cauca","Yumbo","0003","0081","0085","0018","0031","0054","0003","","0017","0058","",""
"76895","Valle del Cauca","Zarzal","","0030","0035","0011","0010","0029","","","0006","0017","",""
"81001","Arauca","Arauca","","0050","0061","0009","0010","0032","","","0018","0020","0002",""
"81065","Arauca","Arauquita","","0012","0029","0003","0002","0015","","","0015","0008","",""
"81220","Arauca","Cravo Norte","","","0002","","0001","0001","","","","0002","",""
"81300","Arauca","Fortul","","0005","0011","0001","0002","0004","","","0010","0003","",""
"81591","Arauca","Puerto Rondón","","0002","0004","0001","0001","0001","","","0003","0002","",""
"81736","Arauca","Saravena","","0039","0045","0015","0005","0021","","","0013","0020","",""
"81794","Arauca","Tame","","0025","0024","0013","0008","0016","","","0019","0027","",""
"85001","Casanare","Yopal","","0069","0055","0011","0019","0037","0002","","0056","0024","",""
"85010","Casanare","Aguazul","","0021","0010","0005","0002","0013","","","0007","0004","",""
"85015","Casanare","Chameza","","0003","0001","","0001","","","","","","",""
"85125","Casanare","Hato Corozal","","0006","0004","","0001","0001","","","0001","","",""
"85136","Casanare","La Salina","","0001","","","","","","","","","",""
"85139","Casanare","Maní","","0008","0010","0001","0001","0003","","","0002","0001","",""
"85162","Casanare","Monterrey","","0008","0010","0002","0002","0003","","","0002","","",""
"85225","Casanare","Nunchía","","0003","0002","","","","","","0003","0002","",""
"85230","Casanare","Orocué","","0002","","0001","0003","0001","","","","0007","",""
"85250","Casanare","Paz de Ariporo","","0020","0023","0001","0003","0011","","","0010","0008","",""
"85263","Casanare","Pore","","0004","0006","","0006","0002","","","0002","0001","",""
"85279","Casanare","Recetor","","","0001","","","","","","","","",""
"85300","Casanare","Sabanalarga","","0002","0002","0001","","","","","","","",""
"85315","Casanare","Sácama","","0001","0001","","","","","","","","",""
"85325","Casanare","San Luis de Palenque","","0002","0002","","0001","0002","","","0001","","",""
"85400","Casanare","Támara","","0004","0007","0001","","0002","","","","","",""
"85410","Casanare","Tauramena","","0004","0005","0002","","0009","","","0006","0004","",""
"85430","Casanare","Trinidad","","0004","0007","0001","","0003","","","0002","0005","",""
"85440","Casanare","Villanueva","","0012","0023","0005","0004","0008","","","0006","0003","",""
"86001","Putumayo","Mocoa","0001","0031","0030","0009","0005","0028","0001","","0010","0018","0001",""
"86219","Putumayo","Colón","","0003","0006","0001","","0002","","","","","",""
"86320","Putumayo","Orito","","0013","0029","0006","0004","0007","","","0005","0009","",""
"86568","Putumayo","Puerto Asís","","0045","0031","0001","0005","0027","","","0020","0036","",""
"86569","Putumayo","Puerto Caicedo","","0003","0003","","","0006","","","0003","0012","",""
"86571","Putumayo","Puerto Guzmán","","0006","0002","0001","0002","0004","","","0001","0003","0001",""
"86573","Putumayo","Leguízamo","","0007","0005","0004","","0003","","","","0005","",""
"86749","Putumayo","Sibundoy","","0009","0005","0005","","0012","","","","0001","",""
"86755","Putumayo","San Francisco","","0004","0004","0001","0002","0001","","","","","",""
"86757","Putumayo","San Miguel","","0002","0009","","0001","0007","","","0002","0005","",""
"86760","Putumayo","Santiago","","0007","0006","0002","0003","0008","","","0004","","",""
"86865","Putumayo","Valle del Guamuez","","0010","0012","0001","0002","0003","","","0006","0012","",""
"86885","Putumayo","Villagarzón","","0010","0009","0003","0005","0010","0001","","0006","0010","",""
"88001","San Andrés","San Andrés","","0043","0034","0027","0013","0014","","","0015","0018","0001",""
"88564","San Andrés","Providencia","","0007","0005","0003","0003","0001","","","0001","","",""
"91001","Amazonas","Leticia","","0026","0017","0004","0009","0015","","","0003","0010","",""
"91263","Amazonas","El Encanto (ANM)","","0002","","","","","","","","0001","",""
"91407","Amazonas","La Pedrera (ANM)","","0002","0001","","","","","","","","",""
"91536","Amazonas","Puerto Arica (ANM)","","","","","0001","","","","","","",""
"91540","Amazonas","Puerto Nariño","","","","0001","","0002","","","","","",""
"91669","Amazonas","Puerto Santander (ANM)","","","","","","","","","","0001","",""
"91798","Amazonas","Tarapacá (ANM)","","0001","0002","","","0001","","","","","",""
"94001","Guainía","Inírida","","0012","0013","0003","0004","0011","","","","0002","",""
"94343","Guainía","Barranco Minas (ANM)","","0001","","","","","","","","","",""
"95001","Guaviare","San José del Guaviare","","0021","0031","0006","0004","0019","","","0007","0011","",""
"95015","Guaviare","Calamar","","0001","0003","0002","0001","0002","","","","0003","",""
"95025","Guaviare","El Retorno","","0002","0003","","0001","0003","","","","0003","",""
"95200","Guaviare","Miraflores","","0001","0001","","","0002","","","","0003","",""
"97001","Vaupés","Mitú","","0009","0002","0001","0001","0008","0001","","0003","0004","",""
"97161","Vaupés","Caruru","","","0002","","","","","","","0001","",""
"97666","Vaupés","Taraira","","","0001","","","","","","","0002","",""
"97889","Vaupés","Yavaraté (ANM)","","","","","","0001","","","","","",""
"99001","Vichada","Puerto Carreño","","0007","0018","0003","0003","0013","","","0006","0006","",""
"99524","Vichada","La Primavera","","0003","0009","0001","0002","0003","","","","0004","",""
"99624","Vichada","Santa Rosalía","","0002","","","","0001","","","","","",""
"99773","Vichada","Cumaribo","","0003","0005","","0002","0009","","","0002","0004","",""
"Total","","","0217","38986","43235","8701","7543","25782","0532","0011","7208","11919","0132",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
